chosen,rejected,source
"My ex-girlfriend just told me she wants us to get back together again. MAN! I sure am LUCKY! I mean, first I win the lottery and now THIS!","When life gives you lemons, make lemonade. When your wife gives you lemons... Make sure she hasn't gone senile.",haha
"A lawyer opened the door of his BMW, when suddenly a car came along and hit the door, ripping it off completely.  When the police arrived at the scene, the lawyer was complaining bitterly about the damage to his precious BMW.   """"Officer, look what they've done to my Beeeeemer!!!"""", he whined.   """"You lawyers are so materialistic, you make me sick!!!""""  retorted the officer.  """"You're so worried about your stupid BMW, that you didn't even notice that your left arm was ripped off!!!""""   """"Oh my gaaaad..."""", replied the lawyer, finally noticing the bloody left shoulder where his arm once was.  """"Where's my Rolex???!!!!",Jack Bauer can get McDonald's breakfast after 10:30.,jester
What do you call it when Batman skips church? Christian Bale,What does a blonde owl say? Why!,haha
"An artist asked the gallery owner if there had been any interest in his paintings currently on display. """"I've got good news and bad news,"""" the owner replied. """"The good news is that a gentleman inquired about your work and wondered if it would appreciate in value after your death. When I told him it would, he bought all fifteen of your paintings."""" """"That's wonderful!"""" the artist exclaimed. """"What's the bad news?"""" With concern, the gallery owner replied: """"The guy was your doctor.","A guy had been feeling down for so long that he finally decided to seek the aid of a psychiatrist. He went there, lay on the couch, spilled his guts then waited for the profound wisdom of the psychiatrist to make him feel better.The psychiatrist asked me a few questions, took some notes then sat thinking in silence for a few minutes with a puzzled look on his face. He looked up with an expression of delight and said, """"I think your problem is low self-esteem. It is very common among losers.",jester
Why do pediatricians get so frustrated? They have very little patients. corny,"If I had wings, I'd spread them and soar like an eagle for about ten minutes then space out on a phone wire with these fat pigeons",haha
"After my recent prostate exam, which, I must say, was the most thorough I've ever had, the doctor left and the nurse came in. As she shut the door, she asked me a question I didn't want to hear. She said... ""Who was that guy who just left?""",Never challenge Death to a pillow fight Unless you are prepared to handle the reaper cushions.,haha
"Q: If a person who speaks three languages is called """"tri-lingual,"""" and a person who speaks two languages is called """"bi-lingual,"""" what do call a person who only speaks one language?  A: American!",Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,jester
Chuck Norris' calendar goes straight from March 31st to April 2nd; no one fools Chuck Norris.,How many feminists does it take to screw in a light bulb? That's not funny.,jester
"Someone is suing Canada Dry Ginger Ale because it contains no ginger, so I'd like to formally announce my lawsuit against Panda Express.",What do you call a gay fly? a maggot,haha
"I asked my wife why she married me. She said ""Because you're really funny."" I said: ""I thought it was because I'm good in bed."" She said: ""See? You're hilarious.""","I saw a black guy riding a bike... At first I thought it was mine, then I realized mine is at home, washing the dishes.",haha
"I have a bumper sticker that says, ""honk if you think I'm sexy"". I just sit at green lights until I feel good about myself.",What do you call a group of confused Spanish speaking racists? The Qué Qué Qué,haha
"An American tourist goes into a restaurant in Spain and orders the specialty of the house. When his dinner arrives, he asks the waiter what it is. """"These, senor,"""" replied the waiter in broken English, """"are the testicles of the bull killed in the ring today."""" The tourist swallowed hard but tasted the dish and thought it was delicious. So he comes back the next evening and orders the same item. When it is served, he says to the waiter, """"These testicles...are much smaller than the ones I had last night."""" """"Yes, senor,"""" replied the waiter, """"You see...the bull, he does not always lose.",How many feminists does it take to screw in a light bulb? That's not funny.,jester
"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.",Why are there so many Jones's in the phone book? Because they all have phones.,jester
"Judy was having trouble with her computer, so she called Tony, the computer guy, over to her desk. Tony clicked a couple buttons and solved the problem. As he was walking away, Judy called after him, """"So, what was wrong?"""" And he replied, """"It was an ID Ten T Error."""" A puzzled expression ran riot over Judy's face. """"An ID Ten T Error? What's that...in case I need to fix it again?"""" He gave her a grin...""""Haven't you ever heard of an ID Ten T Error before?"""" """"No,"""" replied Judy. """"Write it down,"""" he said, """"and I think you'll figure it out.""""(She wrote...) I D 1 0 T",Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,jester
